socks5://192.111.139.163:19404,ZZ,Unknown
socks5://184.178.172.28:15294,ZZ,Unknown
socks5://184.178.172.18:15280,ZZ,Unknown
socks5://208.65.90.3:4145,US,Unknown
socks5://118.70.151.55:1080,VN,Unknown
socks5://8.210.89.96:1080,HK,Unknown
socks5://198.177.252.24:4145,US,Unknown
socks5://198.177.254.131:4145,US,Unknown
socks5://31.129.147.102:1080,RU,Unknown
socks5://121.169.46.116:1090,KR,Osan
socks5://194.28.162.12:1080,RU,Unknown
socks5://94.233.120.194:1080,RU,Unknown
socks5://174.138.61.184:1080,US,Clifton
socks5://217.173.31.28:1080,RU,Unknown
socks5://217.76.39.4:1080,RU,Unknown
socks5://193.233.254.8:1080,DE,Unknown
socks5://193.233.254.9:1080,DE,Unknown
socks5://193.233.254.7:1080,DE,Unknown
socks5://110.235.248.81:1080,KH,Unknown
socks5://124.248.168.90:1080,KH,Unknown
socks5://194.163.167.32:1080,FR,Lauterbourg
socks5://31.43.194.184:1080,RU,Unknown
socks5://47.83.211.225:1011,HK,Unknown
socks5://194.163.182.6:1080,FR,Lauterbourg
socks5://62.60.131.184:4115,DE,Unknown
socks5://5.255.117.127:1080,ZZ,Unknown
socks5://5.255.113.177:1080,ZZ,Unknown
socks5://109.120.135.230:2030,SE,Unknown
socks5://5.255.117.250:1080,NL,Dronten
socks5://64.188.124.97:1080,DE,Frankfurt am Main
socks5://77.41.167.137:1080,RU,Unknown
socks5://195.35.113.29:1080,NL,Amsterdam
socks5://185.194.217.97:1080,FR,Lauterbourg
socks5://213.35.110.67:10808,SG,Kampong Loyang
socks5://213.35.110.67:10819,SG,Unknown
socks5://213.35.110.67:10850,SG,Unknown
socks5://146.235.19.84:10850,SG,Unknown
socks5://213.35.110.67:10872,SG,Unknown
socks5://146.235.19.84:10809,SG,Unknown
socks5://213.35.110.67:10810,SG,Unknown
socks5://46.241.57.29:1080,RU,Unknown
socks5://62.60.131.181:4145,LT,Unknown
socks5://62.60.131.196:4147,DE,Unknown
socks5://146.235.19.84:10819,SG,Unknown
socks5://146.235.19.84:10808,SG,Unknown
socks5://103.82.23.118:6260,VN,Unknown
socks5://36.255.98.153:4264,GB,Unknown
socks5://85.192.56.4:48716,RU,Unknown
socks5://109.107.181.151:51553,DE,Unknown
socks5://36.255.98.163:4061,CA,Unknown
socks5://62.60.131.194:4144,DE,Unknown
socks5://36.255.98.160:4071,CA,Unknown
socks5://36.255.98.167:4066,BD,Unknown
socks5://36.255.98.160:4433,FR,Unknown
socks5://36.255.98.163:4094,DE,Unknown
socks5://36.255.98.163:4387,US,Unknown
socks5://36.255.98.178:4242,IN,Unknown
socks5://62.60.131.180:4156,CA,Unknown
socks5://36.255.98.151:8093,CA,Unknown
socks5://36.255.98.165:4065,DE,Unknown
socks5://36.255.98.176:4535,BD,Unknown
socks5://62.60.131.203:4005,DE,Unknown
socks5://36.255.98.184:7813,DE,Unknown
socks5://62.60.131.194:8697,FR,Unknown
socks5://62.60.131.182:5960,US,Unknown
socks5://36.255.98.163:10523,FR,Unknown
socks5://62.60.131.204:5497,DE,Unknown
socks5://62.60.131.193:4177,DE,Unknown
socks5://62.60.131.194:4071,CA,Unknown
socks5://36.255.98.184:4163,US,Unknown
socks5://36.255.98.180:5768,DE,Unknown
socks5://62.60.131.193:4149,DE,Unknown
socks5://36.255.98.161:4167,LT,Unknown
socks5://36.255.98.161:4016,CH,Unknown
socks5://36.255.98.176:4431,BR,Unknown
socks5://36.255.98.153:7284,BD,Unknown
socks5://62.60.131.191:4007,CA,Unknown
socks5://36.255.98.160:8246,FR,Unknown
socks5://36.255.98.161:9320,US,Unknown
socks5://62.60.131.203:4229,BD,Unknown
socks5://36.255.98.161:4002,CA,Unknown
socks5://62.60.131.191:4060,US,Unknown
socks5://36.255.98.165:8108,ID,Unknown
socks5://36.255.98.176:5200,FR,Unknown
socks5://36.255.98.167:5422,ZZ,Unknown
socks5://62.60.131.188:4212,US,Unknown
socks5://62.60.131.183:4495,LT,Unknown
socks5://36.255.98.180:4298,LT,Unknown
socks5://62.60.131.203:4257,PL,Unknown
socks5://36.255.98.181:9800,US,Unknown
socks5://62.60.131.183:4245,SG,Unknown
socks5://62.60.131.194:4180,PL,Unknown
socks5://36.255.98.181:4070,BD,Unknown
socks5://36.255.98.169:4983,US,Unknown
socks5://62.60.131.193:4007,SG,Unknown
socks5://62.60.131.178:4359,LT,Unknown
