socks5://91.221.70.29:1080,RU,Unknown
socks4://83.219.1.130:5678,RU,Unknown
socks4://176.214.78.230:5678,RU,Unknown
socks4://213.21.53.119:4153,RU,Unknown
socks4://89.250.148.158:1080,RU,Unknown
socks4://88.87.79.18:3629,RU,Unknown
socks4://185.30.43.65:60606,RU,Unknown
socks4://147.45.124.194:1080,RU,Unknown
http://194.67.91.153:443,RU,Unknown
http://31.28.4.192:443,RU,Unknown
http://79.174.12.190:443,RU,Unknown
http://149.126.16.38:443,RU,Unknown
http://95.66.244.250:443,RU,Unknown
http://95.164.1.87:443,RU,Unknown
http://37.110.147.13:443,RU,Unknown
http://37.140.51.159:80,RU,Unknown
http://109.95.220.45:8080,RU,Unknown
http://31.10.83.158:8080,RU,Unknown
http://109.194.34.246:8082,RU,Unknown
http://87.239.31.42:80,RU,Unknown
http://176.208.101.50:8080,RU,Unknown
http://185.14.68.68:8118,RU,Unknown
http://5.128.120.101:8181,RU,Unknown
http://37.110.147.13:80,RU,Unknown
http://92.62.149.82:8080,RU,Unknown
http://31.134.242.73:3128,RU,Unknown
http://109.69.77.33:8080,RU,Unknown
http://91.233.223.147:3128,RU,Unknown
http://95.213.217.168:52004,RU,Unknown
http://185.104.249.25:3128,RU,Unknown
http://46.161.6.165:8080,RU,St Petersburg
http://91.233.169.23:8081,RU,Unknown
http://46.29.162.166:80,RU,Unknown
http://147.45.175.151:3128,RU,Unknown
http://84.38.185.139:3128,RU,Unknown
http://158.160.215.167:8123,RU,Unknown
http://45.151.31.193:3128,RU,Unknown
http://91.219.227.142:3128,RU,Unknown
http://80.250.165.242:3128,RU,Unknown
http://92.126.152.61:3128,RU,Unknown
