socks4://58.247.113.130:5678,CN,Unknown
socks4://116.233.142.37:1080,CN,Unknown
http://220.243.154.28:11143,CN,Unknown
http://14.29.168.215:10443,CN,Unknown
http://61.157.135.26:9727,CN,Unknown
http://221.226.31.154:8888,CN,Unknown
http://47.96.42.36:443,CN,Unknown
http://180.166.128.182:12011,CN,Unknown
http://180.166.128.182:34001,CN,Unknown
http://180.166.128.182:34000,CN,Unknown
http://180.166.128.182:17000,CN,Unknown
http://220.243.154.26:12418,CN,Unknown
http://114.55.114.43:8244,CN,Unknown
http://114.55.114.43:8276,CN,Unknown
http://114.55.114.43:8082,CN,Unknown
http://114.55.114.43:8026,CN,Unknown
http://114.55.114.43:8204,CN,Unknown
http://114.55.114.43:8342,CN,Unknown
http://203.19.38.114:1080,CN,
http://221.231.13.198:1080,CN,
http://36.138.53.26:10017,CN,Unknown
http://220.197.44.36:3128,CN,Unknown
http://120.92.211.211:7890,CN,Unknown
http://203.196.8.6:3128,CN,Unknown
http://116.171.106.15:3000,CN,
http://116.171.106.78:3000,CN,Unknown
http://218.77.60.210:11231,CN,Unknown
http://58.216.109.17:800,CN,
http://39.172.97.192:8060,CN,Unknown
http://218.77.183.214:5224,CN,
http://113.45.250.180:443,CN,Unknown
http://14.103.233.245:3128,CN,Unknown
http://210.16.160.222:7890,CN,
http://58.216.109.14:800,CN,
http://120.132.52.172:8888,CN,
socks4://43.248.118.177:9999,CN,
http://222.66.69.78:23344,CN,
http://120.92.212.16:7890,CN,
http://120.92.212.16:8890,CN,
http://39.185.41.193:5911,CN,Ningbo
http://113.108.13.120:8083,CN,
http://183.215.23.242:9091,CN,Changsha
http://113.204.79.230:9091,CN,
http://111.79.111.126:3128,CN,
http://103.213.97.78:80,CN,
socks5://123.54.197.19:23749,CN,
http://61.158.175.38:9002,CN,Shangqiu
http://222.129.137.54:9000,CN,Beijing
http://36.138.53.26:10019,CN,
socks4://106.13.58.110:8888,CN,
http://14.103.9.129:7890,CN,
http://116.171.106.111:3000,CN,
