socks5://154.197.69.137:1080,TH,Unknown
socks5://154.197.69.137:1081,TH,Unknown
socks4://1.20.235.153:5678,TH,Unknown
http://110.164.128.124:8080,TH,Unknown
http://106.0.168.138:8080,TH,Unknown
http://118.175.30.26:8080,TH,Unknown
http://61.91.202.211:8080,TH,Unknown
http://203.150.128.154:8080,TH,Unknown
http://171.7.208.55:8080,TH,Unknown
http://124.121.109.236:8080,TH,Unknown
http://203.150.128.122:8080,TH,Unknown
http://171.100.89.253:3128,TH,Unknown
http://101.108.123.63:8080,TH,Unknown
http://49.49.213.215:8080,TH,Unknown
http://171.97.12.129:8080,TH,Unknown
http://125.26.20.192:8080,TH,Unknown
http://184.82.63.243:8080,TH,Unknown
http://223.204.88.173:8080,TH,Unknown
http://125.27.150.249:8080,TH,Unknown
http://58.136.171.223:8080,TH,Unknown
http://101.51.89.85:8080,TH,Unknown
http://116.58.245.167:8080,TH,Unknown
http://125.24.61.182:8080,TH,Unknown
