socks5://152.53.171.242:11526,AU,Unknown
socks5://152.53.171.242:12668,AU,Unknown
socks5://152.53.171.242:34953,AU,Unknown
socks5://152.53.171.242:15705,AU,Unknown
socks5://152.53.171.242:29959,AU,Unknown
socks5://152.53.171.242:36897,AU,Unknown
socks5://152.53.171.242:15969,AU,Unknown
socks5://152.53.171.242:44811,AU,Unknown
socks5://152.53.171.242:23882,AU,Unknown
http://114.111.151.41:443,AU,Unknown
http://172.193.178.226:80,AU,Brisbane
http://170.64.211.242:3128,AU,Unknown
http://139.99.237.62:80,AU,Sydney
http://103.169.142.0:80,AU,
